book_id,chap_num,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
1,1,0.4,0.2,0.2,0.8,0.2,0.2,0.2,0.6,-0.2
1,2,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.3333333333333333,0.18518518518518517,0.18518518518518517,0.14814814814814814,0.5925925925925926,0.2962962962962963
1,3,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.5238095238095238,0.09523809523809523
1,4,0.39436619718309857,0.22535211267605634,0.18309859154929578,0.39436619718309857,0.22535211267605634,0.28169014084507044,0.09859154929577464,0.4084507042253521,-0.04225352112676056
1,5,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.4,0.3333333333333333,0.2,0.4666666666666667,0.3333333333333333
1,6,0.3023255813953488,0.16279069767441862,0.13953488372093023,0.2558139534883721,0.16279069767441862,0.32558139534883723,0.11627906976744186,0.4418604651162791,0.046511627906976744
1,7,0.34285714285714286,0.05714285714285714,0.17142857142857143,0.4,0.14285714285714285,0.2857142857142857,0.05714285714285714,0.42857142857142855,-0.08571428571428572
1,8,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.6190476190476191,0.23809523809523808
1,9,0.24324324324324326,0.1891891891891892,0.13513513513513514,0.32432432432432434,0.3783783783783784,0.1891891891891892,0.10810810810810811,0.5945945945945946,0.32432432432432434
1,10,0.2857142857142857,0.14285714285714285,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.38095238095238093,0.09523809523809523,0.42857142857142855,0.0
1,11,0.20689655172413793,0.1724137931034483,0.13793103448275862,0.3793103448275862,0.20689655172413793,0.3103448275862069,0.06896551724137931,0.41379310344827586,-0.06896551724137931
1,12,0.3181818181818182,0.22727272727272727,0.22727272727272727,0.2727272727272727,0.22727272727272727,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.13636363636363635
1,13,0.16,0.28,0.08,0.34,0.26,0.24,0.12,0.48,0.16
1,14,0.4888888888888889,0.26666666666666666,0.15555555555555556,0.5555555555555556,0.15555555555555556,0.5111111111111111,0.13333333333333333,0.2,-0.4666666666666667
1,15,0.08571428571428572,0.3142857142857143,0.11428571428571428,0.3142857142857143,0.2857142857142857,0.14285714285714285,0.11428571428571428,0.5428571428571428,0.4
1,16,0.18840579710144928,0.36231884057971014,0.057971014492753624,0.2898550724637681,0.43478260869565216,0.18840579710144928,0.15942028985507245,0.5797101449275363,0.34782608695652173
1,17,0.28125,0.3125,0.21875,0.5,0.4375,0.375,0.3125,0.40625,0.0625
1,18,0.1282051282051282,0.23076923076923078,0.10256410256410256,0.38461538461538464,0.2564102564102564,0.2564102564102564,0.10256410256410256,0.358974358974359,0.0
1,19,0.26,0.18,0.16,0.34,0.26,0.24,0.18,0.4,-0.02
1,20,0.23333333333333334,0.2,0.13333333333333333,0.36666666666666664,0.23333333333333334,0.3333333333333333,0.13333333333333333,0.43333333333333335,0.03333333333333333
1,21,0.2571428571428571,0.2,0.14285714285714285,0.37142857142857144,0.2,0.22857142857142856,0.08571428571428572,0.45714285714285713,0.05714285714285714
1,22,0.2982456140350877,0.19298245614035087,0.15789473684210525,0.3333333333333333,0.19298245614035087,0.2631578947368421,0.15789473684210525,0.5263157894736842,0.03508771929824561
1,23,0.14814814814814814,0.2222222222222222,0.1111111111111111,0.25925925925925924,0.18518518518518517,0.2962962962962963,0.2222222222222222,0.48148148148148145,0.037037037037037035
1,24,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.45454545454545453,-0.09090909090909091
1,25,0.10256410256410256,0.20512820512820512,0.1282051282051282,0.23076923076923078,0.28205128205128205,0.1794871794871795,0.1282051282051282,0.5897435897435898,0.3333333333333333
1,26,0.13636363636363635,0.25,0.06818181818181818,0.22727272727272727,0.2727272727272727,0.1590909090909091,0.11363636363636363,0.6818181818181818,0.45454545454545453
1,27,0.1875,0.2708333333333333,0.125,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.14583333333333334,0.5,0.11458333333333333
1,28,0.07142857142857142,0.0,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.35714285714285715,-0.35714285714285715
1,29,0.20634920634920634,0.1746031746031746,0.19047619047619047,0.2857142857142857,0.25396825396825395,0.2857142857142857,0.09523809523809523,0.4444444444444444,-0.015873015873015872
1,30,0.3333333333333333,0.23809523809523808,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.5,0.09523809523809523
1,31,0.36363636363636365,0.12727272727272726,0.21818181818181817,0.4909090909090909,0.2,0.36363636363636365,0.10909090909090909,0.34545454545454546,-0.21818181818181817
1,32,0.1,0.4,0.2,0.2,0.45,0.3,0.25,0.45,0.2
1,33,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.5263157894736842,0.21052631578947367
1,34,0.3,0.2,0.25,0.35,0.15,0.15,0.1,0.55,0.15
1,35,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.2222222222222222,-0.3888888888888889
1,36,0.2692307692307692,0.25,0.17307692307692307,0.34615384615384615,0.19230769230769232,0.2692307692307692,0.09615384615384616,0.3269230769230769,-0.019230769230769232
1,37,0.35,0.15,0.15,0.45,0.2,0.4,0.15,0.3,-0.25
1,38,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.0,0.3076923076923077,-0.07692307692307693
1,39,0.3076923076923077,0.1794871794871795,0.1282051282051282,0.41025641025641024,0.15384615384615385,0.23076923076923078,0.1282051282051282,0.38461538461538464,-0.2564102564102564
1,40,0.1891891891891892,0.2972972972972973,0.13513513513513514,0.1891891891891892,0.2702702702702703,0.35135135135135137,0.21621621621621623,0.4864864864864865,0.16216216216216217
1,41,0.34782608695652173,0.2391304347826087,0.10869565217391304,0.3695652173913043,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.4782608695652174,-0.043478260869565216
1,42,0.27586206896551724,0.3448275862068966,0.13793103448275862,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.13793103448275862,0.5862068965517241,0.3793103448275862
1,43,0.2079207920792079,0.22772277227722773,0.1782178217821782,0.3069306930693069,0.33663366336633666,0.19801980198019803,0.13861386138613863,0.5247524752475248,0.21782178217821782
1,44,0.30303030303030304,0.2727272727272727,0.15151515151515152,0.3333333333333333,0.2727272727272727,0.18181818181818182,0.12121212121212122,0.5151515151515151,0.0
1,45,0.23809523809523808,0.23809523809523808,0.12698412698412698,0.4603174603174603,0.1746031746031746,0.3333333333333333,0.07936507936507936,0.3968253968253968,-0.047619047619047616
1,46,0.3235294117647059,0.2647058823529412,0.29411764705882354,0.3235294117647059,0.2647058823529412,0.23529411764705882,0.17647058823529413,0.4411764705882353,-0.08823529411764706
1,47,0.3695652173913043,0.21195652173913043,0.2554347826086957,0.3858695652173913,0.28804347826086957,0.32608695652173914,0.08695652173913043,0.40217391304347827,-0.04891304347826087
1,48,0.3190428713858425,0.2193419740777667,0.21635094715852443,0.35692921236291125,0.22731804586241275,0.32602193419740777,0.1296111665004985,0.34297108673978066,-0.13359920239282153
2,1,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.05263157894736842
2,2,0.25,0.23214285714285715,0.16071428571428573,0.35714285714285715,0.26785714285714285,0.21428571428571427,0.16071428571428573,0.44642857142857145,0.017857142857142856
2,3,0.3,0.34,0.12,0.28,0.2,0.2,0.18,0.42,-0.02
2,4,0.2537313432835821,0.16417910447761194,0.23880597014925373,0.3582089552238806,0.208955223880597,0.26865671641791045,0.13432835820895522,0.47761194029850745,0.04477611940298507
2,5,0.3103448275862069,0.15517241379310345,0.15517241379310345,0.22413793103448276,0.27586206896551724,0.27586206896551724,0.15517241379310345,0.41379310344827586,0.034482758620689655
2,6,0.2894736842105263,0.2631578947368421,0.21052631578947367,0.2894736842105263,0.32456140350877194,0.23684210526315788,0.12280701754385964,0.3684210526315789,0.0
2,7,0.25806451612903225,0.2903225806451613,0.16129032258064516,0.3225806451612903,0.22580645161290322,0.3225806451612903,0.12903225806451613,0.5806451612903226,0.0967741935483871
2,8,0.2992125984251969,0.2125984251968504,0.2047244094488189,0.33070866141732286,0.2125984251968504,0.29133858267716534,0.12598425196850394,0.33858267716535434,-0.14960629921259844
2,9,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333
2,10,0.24210526315789474,0.25263157894736843,0.15789473684210525,0.3368421052631579,0.3263157894736842,0.16842105263157894,0.11578947368421053,0.5052631578947369,0.15789473684210525
2,11,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.375,0.3333333333333333,0.25,0.125,0.43333333333333335,0.041666666666666664
2,12,0.31746031746031744,0.25396825396825395,0.20634920634920634,0.31746031746031744,0.29365079365079366,0.21428571428571427,0.1111111111111111,0.3888888888888889,-0.031746031746031744
2,13,0.36231884057971014,0.2463768115942029,0.14492753623188406,0.391304347826087,0.2463768115942029,0.17391304347826086,0.11594202898550725,0.4057971014492754,0.028985507246376812
2,14,0.3389830508474576,0.2796610169491525,0.1440677966101695,0.3898305084745763,0.2711864406779661,0.2457627118644068,0.13559322033898305,0.3983050847457627,-0.025423728813559324
2,15,0.3533834586466165,0.23308270676691728,0.19548872180451127,0.39849624060150374,0.24060150375939848,0.2556390977443609,0.11278195488721804,0.40601503759398494,-0.11278195488721804
2,16,0.14705882352941177,0.11764705882352941,0.08823529411764706,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.029411764705882353,0.6176470588235294,0.17647058823529413
2,17,0.3090909090909091,0.21818181818181817,0.10909090909090909,0.3090909090909091,0.2545454545454545,0.2,0.10909090909090909,0.4727272727272727,0.10909090909090909
2,18,0.3404255319148936,0.2553191489361702,0.20212765957446807,0.3404255319148936,0.19148936170212766,0.2553191489361702,0.11702127659574468,0.4574468085106383,-0.0425531914893617
2,19,0.2717391304347826,0.2391304347826087,0.13043478260869565,0.32608695652173914,0.2391304347826087,0.22826086956521738,0.14130434782608695,0.5217391304347826,0.09782608695652174
2,20,0.3125,0.2916666666666667,0.125,0.3958333333333333,0.2916666666666667,0.2604166666666667,0.125,0.4375,0.0
2,21,0.4146341463414634,0.17073170731707318,0.15447154471544716,0.43902439024390244,0.16260162601626016,0.3089430894308943,0.08130081300813008,0.35772357723577236,-0.1951219512195122
2,22,0.25,0.22727272727272727,0.10227272727272728,0.29545454545454547,0.2159090909090909,0.20454545454545456,0.10227272727272728,0.5,-0.022727272727272728
2,23,0.23404255319148937,0.1702127659574468,0.06382978723404255,0.2978723404255319,0.2127659574468085,0.1276595744680851,0.06382978723404255,0.7021276595744681,0.3829787234042553
2,24,0.22807017543859648,0.22807017543859648,0.08771929824561403,0.2982456140350877,0.3157894736842105,0.22807017543859648,0.12280701754385964,0.5614035087719298,0.19298245614035087
2,25,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.3382352941176471,0.23529411764705882,0.14705882352941177,0.07352941176470588,0.5147058823529411,0.08823529411764706
2,26,0.2925170068027211,0.21768707482993196,0.1564625850340136,0.3401360544217687,0.22448979591836735,0.2585034013605442,0.11564625850340136,0.4557823129251701,0.034013605442176874
2,27,0.36774193548387096,0.1935483870967742,0.21935483870967742,0.3419354838709677,0.18064516129032257,0.2838709677419355,0.10967741935483871,0.36774193548387096,-0.1870967741935484
2,28,0.42857142857142855,0.23214285714285715,0.22321428571428573,0.5357142857142857,0.16964285714285715,0.35714285714285715,0.10714285714285714,0.2857142857142857,-0.2857142857142857
2,29,0.3181818181818182,0.24242424242424243,0.16666666666666666,0.4166666666666667,0.20454545454545456,0.30303030303030304,0.11363636363636363,0.3787878787878788,-0.15151515151515152
2,30,0.3163841807909605,0.1977401129943503,0.15819209039548024,0.327683615819209,0.2655367231638418,0.2033898305084746,0.1016949152542373,0.4011299435028249,-0.022598870056497175
2,31,0.21238938053097345,0.22123893805309736,0.18584070796460178,0.3008849557522124,0.24778761061946902,0.23893805309734514,0.09734513274336283,0.49557522123893805,0.19469026548672566
2,32,0.19696969696969696,0.22727272727272727,0.09090909090909091,0.18181818181818182,0.22727272727272727,0.19696969696969696,0.10606060606060606,0.5303030303030303,0.16666666666666666
2,33,0.18421052631578946,0.3026315789473684,0.11842105263157894,0.2236842105263158,0.3157894736842105,0.19736842105263158,0.06578947368421052,0.5526315789473685,0.2631578947368421
2,34,0.29213483146067415,0.3146067415730337,0.19101123595505617,0.3707865168539326,0.3258426966292135,0.20224719101123595,0.15730337078651685,0.43820224719101125,0.0898876404494382
2,35,0.24705882352941178,0.2823529411764706,0.16470588235294117,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.15294117647058825,0.5411764705882353,0.2823529411764706
2,36,0.2,0.24166666666666667,0.13333333333333333,0.25833333333333336,0.275,0.16666666666666666,0.14166666666666666,0.5,0.15833333333333333
2,37,0.22535211267605634,0.2535211267605634,0.11267605633802817,0.3380281690140845,0.30985915492957744,0.2112676056338028,0.14084507042253522,0.5070422535211268,0.09859154929577464
2,38,0.3148148148148148,0.24074074074074073,0.2222222222222222,0.36419753086419754,0.25308641975308643,0.2777777777777778,0.1111111111111111,0.4012345679012346,-0.06172839506172839
2,39,0.2604166666666667,0.2708333333333333,0.10416666666666667,0.3020833333333333,0.3020833333333333,0.19791666666666666,0.125,0.4895833333333333,0.11458333333333333
2,40,0.17647058823529413,0.3411764705882353,0.1411764705882353,0.3058823529411765,0.35294117647058826,0.15294117647058825,0.11764705882352941,0.6,0.3411764705882353
2,41,0.2962962962962963,0.22792022792022792,0.1737891737891738,0.33048433048433046,0.23931623931623933,0.26495726495726496,0.08262108262108261,0.4444444444444444,0.0
2,42,0.25925925925925924,0.25925925925925924,0.1388888888888889,0.3888888888888889,0.25,0.25925925925925924,0.12962962962962962,0.4074074074074074,-0.018518518518518517
